study_label,item_type,frame_tag,verbatim_quote,page,cited_work,note
Trinh et al (2024),frame_use,STAKE,"On the one hand, the legitimisation perspective suggests that firms may respond to the institutional pressure of climate change from government (coercive pressure) by symbolically following and complying with climate change regulations to gain or maintain organisational legitimacy (Suchman, 1995).",10,,"legitimacy arm; coercive climate pressure, symbolic compliance"
Trinh et al (2024),frame_use,RISK,"Therefore, we expect that eco-innovation can help decrease environment-related risks and provide new opportunities (Zeidan et al., 2015), leading to a better credit rating and, hence, a lower cost of debt (Driss et al., 2019).",13,,authors' H1 logic: risk reduction to better rating to lower debt cost
Trinh et al (2024),frame_use,OTHER:RBV,Resource-based view argues that board independence can influence long-term financial and other resources in carbon mitigation and environmental policies.,31,,"RBV named once, in climate-governance moderation argument"
Trinh et al (2024),mechanism_extra,,"In addition, debt providers may also face ""reputational downturns with financing environmentally irresponsible companies, thus impairing their future operations, their market competitive position and their long-term ability to retain existing customers and attract new ones"" (Caragnano et al., 2020, p. 2).",13,,lender reputation/liability channel; quoted from Caragnano et al.
Trinh et al (2024),counter,,"In contrast, the extreme level of financial distress may put debtholders at higher risks when lending money, and eco-innovation investment of those firms may even add more risks to the current extreme risks rather than being beneficial.",16,,cost-burden counter; eco-innovation may add risk for distressed borrowers
Trinh et al (2024),paris_policy,,"Therefore, we argue that the COP21 is an exogenous event that enhances the impact of eco-innovation on the cost of debt. It has ‘forced’ firms to engage more in environmental protection activities driven by the international agreement of their government(s)",35,,authors' amplification claim; COP21 strengthens eco-innovation-COD link
Trinh et al (2024),key_citation,,"Specifically, firms tend to respond to institutional pressure (such as government regulations, global standards, or social expectations) based on two motives: legitimisation (moral and social view) and efficiency (economic standpoint) (Meyer & Rowan, 1977).",10,"Meyer & Rowan, 1977",neo-institutional foundation carrying the paper's two-motive logic
Trinh et al (2024),key_citation,,"The NIT is a multi-dimensional theory that explains the behaviour of a business in response to institutional pressure from legitimacy and efficiency perspectives (Haque & Ntim, 2020).",10,"Haque & Ntim, 2020",NIT operationalisation for environmental policy; cited throughout
Trinh et al (2024),key_citation,,"Eliwa et al. (2021) find that lending institutions incorporate firms' environmental (E), social (S), and governance (G) information to evaluate the default risk and reputation risk of the borrowers in their lending decision.",3,Eliwa et al. (2021),ESG-cost-of-debt anchor; source of lender default/reputation-risk logic
Trinh et al (2024),status,,,,,"Working paper (Responsible Banking & Finance WP 24-019), G7 eco-innovation and cost of debt; theory rests on neo-institutional theory (legitimisation vs efficiency), RBV named only in the climate-governance moderation section."
"Truong, Kim (2019)",frame_use,RISK,"A good image with corporate social responsibility will reduce a negative impact as well as punishment of external shareholders and consumers when negative events occur. Thereby, CSR firms can stabilize their future cash flows or firm values and prevent the firm from falling into default",4,,risk mitigation: CSR stabilises cash flows and prevents default
"Truong, Kim (2019)",frame_use,STAKE,"Furthermore, good CSR reputation can enhance relations with firm stakeholders such as increasing customer loyalty, attracting high-quality employees [36,37]. Therefore, building good relations with stakeholders may reduce future uncertainty, especially to improve long-term sustainability and reduce long-term the probability of default.",4,,stakeholder relations cut future uncertainty and long-run default probability
"Truong, Kim (2019)",frame_use,SIG,"scholars argue that investments in CSR are likely to be financed by internal resources [38,39]. Hence, investing in CSR is considered as a signal of an efficient allocation of internal resources, this may in turn increase the firm’s credit rating.",4,,"signalling: CSR signals efficient internal resource allocation, lifts rating"
"Truong, Kim (2019)",frame_use,OTHER:option pricing,"As shown in Friewald et al. [44], CDS spread can be seen as a put option on the firm value. Therefore, the BS option vega measures the effect of the uncertainty change on the credit spread.",4,,contingent-claims frame: CDS as put option; vega links uncertainty to spread
"Truong, Kim (2019)",mechanism_extra,,"First, a large number of studies have shown that the CSR can enhance firm values through a mediator such as customer satisfaction [26] and consumer preference [2,27], which increases business performance (or cash flows).",3,,customer-satisfaction channel raising cash flows and firm value; cited literature
"Truong, Kim (2019)",mechanism_extra,,An impact on uncertainty of future firm values causes a change in discount rate within the present value framework [33]. The effect of discount rate changes is much more significant for long-term cash flows.,4,,maturity channel: discount-rate effects bite harder on long-horizon cash flows
"Truong, Kim (2019)",counter,,"An investment in CSR activities may induce insolvency of a company, and raise short-term credit risk even if such activities can reduce its credit risk in the long-run.",2,,cost burden: CSR outlay can raise short-run credit risk; horizon-conditional
